author,keyword,link,publish_date,source,title,cleaned_content,is_valid
Tim detikBali - detikBali,gempa klungkung bali,https://www.detik.com/bali/berita/d-6564249/bali-sepekan-ihwal-keinginan-koster-2-periode-kebakaran-spbu-di-ceningan,2023-02-12 07:30:00,detik.com,"
        Bali Sepekan: Ihwal Keinginan Koster 2 Periode-Kebakaran SPBU di Ceningan    ",daftar isi 1 respons sejumlah tokoh soal koster dua periode 2 kisah pilu korban gempa turki asal bali 3 kebakaran spbu di nusa ceningan warga beli bbm ke nusa penida denpasar sejumlah peristiwa di bali selama sepekan ini menjadi sorotan pembaca detikbali termasuk di antaranya respons sejumlah tokoh di bali terkait keinginan i wayan koster untuk maju dua periode pada pemilihan gubernur pilgub 2024selanjutnya ada pula kisah pilu korban gempa turki asal bali hingga peristiwa kebakaran spbu di nusa ceningan desa lembongan kecamatan nusa penida kabupaten klungkung baliberikut rangkuman artikel terpopuler di bali selama sepekan ini 511 februari 2023 scroll to continue with content 1 respons sejumlah tokoh soal koster dua periodewayan koster saat menguraikan 44 capaian pembangunan selama ia menjadi gubernur bali saat kunjungan kerja di tabanan jumat 322023 chairul amri simaburdetikbaligubernur bali i wayan koster dalam beberapa kesempatan mengungkapkan keinginannya untuk maju memimpin bali dua periode koster menyebut satu periode tidak cukup untuk membangun bali ia mengaku mantap untuk maju kembali sebagai calon gubernur bali bersama tjokorda oka arta ardana atau cok ace sebagai wakilnyalima tahun satu periode itu tidak cukup untuk menuntaskan pembangunan bali sejumlah program besar harus titiang saya jalankan lagi melanjutkan pada kepemimpinan yang kedua ujar koster saat kunjungan kerja di kabupaten klungkung selasa 722023 advertisement keinginan koster untuk kembali maju pada pemilihan gubernur pilgub bali 2024 mendapat respons dari sejumlah tokoh di bali ada yang gamblang mendukung ada pula yang masih menunggu perintah partaibaca juga bupati badung soal koster maju lagi pilgub bali belum dibahas di dpc pdipdukungan untuk koster datang dari dewan pimpinan cabang dpc pdip klungkung ketua dpc pdip klungkung anak agung gde anom mengatakan bentuk dukungan itu sebetulnya sudah jadi tradisi yang digariskan induk partaiapalagi kami sudah deklarasi wajib bagi dpc namanya mendukung tidak boleh menolak tidak ada penolakan bahwa ini harus digantikan oleh ini itu nggak ada sekali lagi sudah aturan incumbent dinomorsatukan tegas ketua dprd klungkung ini selasa 722023bupati gianyar i made mahayastra juga mengirimkan sinyal mendukung koster memimpin bali kembali hal tersebut disampaikan mahayastra saat pembagian dana bantuan keuangan khusus bkk di balai budaya gianyar jumat 1022023dilanjutkan lagi akan lebih luar biasa lagi sehingga betul nanti bisa kita warisi apa yang beliau bangun katanya dalam keterangan yang diterima detikbaliberbeda halnya dengan ketua dpc pdip badung sekaligus bupati badung i nyoman giri prasta ia enggan komentar terkait ambisi koster maju pada pilgub bali mendatangmenurut giri prasta sejauh ini belum ada rekomendasi apapun dari pdip meski beberapa kader di tingkat kabupaten menyatakan kesiapan dukungan terhadap kosteroh saya tidak akan mendahului ibu ketua umum megawati soekarnoputri tetap ketua umum mengacu rekomendasi ucap giri prasta setelah menyerahkan bantuan stimulus bencana di kantor desa kekeran kecamatan mengwi badung rabu 8220232 kisah pilu korban gempa turki asal balimuhammad sukarmin saat menunjukkan foto keluarga nia marlinda di kediamannya jalan nangka permai ii gang drupadi nomor 4 denpasar kamis 922023 foto nuranda indrajayadetikbaliseorang warga negara indonesia wni asal bali nia marlinda menjadi salah satu korban gempa magnitudo m 78 yang mengguncang turki pada senin 622023 perempuan 30 tahun tersebut meninggal dunia bersama dengan anaknya yang baru berusia satu tahun barkay azka dan sang suami yang merupakan warga asli turki yasin calisirnia ditemukan tewas di dalam reruntuhan jenazahnya tidak dipulangkan ke indonesia dan dimakamkan di turki selepas salat ashar waktu setempat kamis 922023ayah nia muhammad sukarmin menuturkan nia berencana pulang ke indonesia bersama anaknya yang baru berusia satu tahun sukarmin pun tak sabar berjumpa anak dan cucunya dari negeri nun jauh untuk pertama kalibaca juga kisah pilu gempa turki pupus asa kakek bertemu cucunyabahkan nia berpesan agar sukarmin merenovasi kamar untuk barkay azka kamar sudah saya gambarkan lautan matahari gunung dan burungburung sudah jadi biar senang saya foto dan kirim senang dia tutur sukarmin saat ditemui di kediamannya di denpasar kamis 922023sukarmin sudah lama tidak bertemu anaknya nia ia terakhir bertemu sesaat sebelum putrinya itu menikah pada 2021 terakhir dia bikin surat untuk nikah ya selama nikah itu tidak bertemu terang sukarmingempa dahsyat membuat asa sukarmin untuk bertemu putri dan cucunya pupus sukarmin ikhlas menerima musibah meninggalnya nia dan keluarga kecilnya saya ikhlas menerima cobaan ini karena kita semua akan mati pungkasnya3 kebakaran spbu di nusa ceningan warga beli bbm ke nusa penidafoto stasiun pengisian bahan bakar umum spbu 5680711 di nusa ceningan desa lembongan kecamatan nusa penida kabupaten klungkung bali terbakar pada kamis 922023 pagi istimewawarga di nusa ceningan desa lembongan kecamatan nusa penida kabupaten klungkung bali bakal agak repot mengakses bahan bakar minyak bbm hal itu menyusul insiden kebakaran di stasiun pengisian bahan bakar umum spbu 5680711 di nusa ceningan pada kamis 922023 pagikapolsek nusa penida kompol ida bagus putra sumerta mengatakan api diduga muncul dari sepeda motor milik seorang warga saat hendak membeli bensin warga tersebut membawa jeriken untuk menampung bahan bakar jenis pertalitebaca juga dampak kebakaran spbu ceningan stok terbatasbeli bbm ke nusa penidasaat api muncul dari motornya yang diduga korslet jeriken berisi bensin itu tumpah api pun semakin berkobarkobar hingga asap hitam tebal membubung saat itu pemilik motor panik kejadian sekitar pukul 0900 wita kata sumertabeberapa petugas kehabisan akal menjinakkan api yang tak kunjung padam sekitar pukul 0950 wita api akhirnya berhasil dipadamkan setelah warga menaburkan pasir ke titiktitik apipascakebakaran spbu nusa ceningan penyaluran bbm untuk warga nusa ceningan akan dikirim dari nusa penida warga nusa ceningan bisa mengambil bbm ke banjar nyuh nusa penidauntuk pelayanan bbm sementara akan dilayani oleh spbu di nusa penida yang memiliki 3 spbu kata area manager communication relations csr marketing region jatim balinus pt pertamina patra niaga deden mochammad idhani video ahy singgung pengelolaan tata ruang di depan koster jangan dilanggar video ahy singgung pengelolaan tata ruang di depan koster jangan dilanggar iwsnor terpopuler sepekan detikbali wayan koster koster dua periode gempa turki wni korban gempa turki spbu nusa ceningan terbakar,True
Tim detikBali - detikBali,gempa klungkung bali,https://www.detik.com/bali/nusra/d-6416743/gempa-m-3-8-guncang-lombok-utara-tidak-berpotensi-tsunami,2022-11-20 20:57:00,detik.com,"
        Gempa M 3,8 Guncang Lombok Utara, Tidak Berpotensi Tsunami    ",lombok utara gempa magnitudo 38 malam ini mengguncang lombok utara nusa tenggara barat ntb sekitarnya pukul 212156 wita minggu 20 november 2022 gempa m 38 tersebut tidak menimbulkan potensi gelombang tsunamibadan meteorologi klimatologi dan geofisika bmkg bali mengumumkan gempa bumi berkekuatan magnitudo 38 berada pada titik koordinat 840 ls 11604 bt getaran gempa malan ini terasa hingga mataram dan lombok timurbaca juga gempa m 37 guncang gianyar getaran terasa hingga denpasarmenurut bmkg bali pusat gempa berada di 15 kilometer barat daya lombok utara scroll to continue with content gempa dengan magnitudo 38 pusat gempa berada di kedalaman bumi hiposentrum pada 10 kilometer jelas bmkg bali dalam siaran tertulis yang diterima detikbali minggu 20112022hingga saat ini belum ada laporan dampak kerusakan yang ditimbulkan akibat gempa m 38 tersebut advertisement sebagai informasi berikut setiap kategori skala magnitudo gempamagnitudo 25 atau kurang biasanya tidak terasa tetapi dapat direkam dengan seismografmagnitudo 2554 sering dirasakan tetapi hanya menyebabkan kerusakan kecilmagnitudo 5560 dapat menyebabkan kerusakan ringan pada bangunan dan struktur lainnyamagnitudo 6169 dapat menyebabkan banyak kerusakan di daerah berpenduduk padatmagnitudo 7079 gempa bumi besar dengan kerusakan seriusmagnitudo 80 atau lebih besar gempa hebat dapat menghancurkan komunitas di dekat pusat gempagempa bumi adalah bencana alam yang sering terjadi di indonesia hal ini karena indonesia terletak pada pertemuan 3 lempeng tektonik yang saling bertumbukan konvergen pilu nenek di klungkung dapurnya roboh gegara gempa m 55 pilu nenek di klungkung dapurnya roboh gegara gempa m 55 nordpra gempa lombok gempa lombok terkini bmkg bali,True
I Wayan Sui Suadnyana - detikBali,gempa klungkung bali,https://www.detik.com/bali/berita/d-6583170/jenazah-pmi-asal-klungkung-korban-gempa-turki-tiba-di-bali-besok,2023-02-22 16:36:00,detik.com,"
        Jenazah PMI Asal Klungkung Korban Gempa Turki Tiba di Bali Besok    ",denpasar jenazah ni wayan supini pekerja migran indonesia pmi asal bali yang menjadi korban gempa di turki direncanakan tiba pada kamis 2322023 besok jenazah diperkirakan tiba di bandara internasional i gusti ngurah rai pada siang harisetelah tiba di bandara internasional i gusti ngurah rai jenazah akan dibawa ke rumah duka di kabupaten klungkungbaca juga turki gempa lagi magnitudo 64 3 orang meninggal ratusan orang lukajenazah itu nanti akan diterima besok tanggal 23 kemudian setelah itu akan dibawa ke klungkung kata kapolresta denpasar kombes bambang yugo pamungkas kepada wartawan di kejari denpasar rabu 2222023 scroll to continue with content menurut bambang jenazah ni wayan supini diberangkatkan dari turki pada 22 februari sekitar pukul 0120 waktu setempat atau pada 1720 waktu indonesia jenazah kemudian diperkirakan bakal tiba di pulau dewata pada siang harisebelum tiba di bali jenazah terlebih dahulu mendarat di bandara internasional soekarnohatta di kota tangerang banten jenazah kemudian akan diberangkatkan dari tangerang ke bali sekitar pukul 1000 wib hingga 1200 wib maka diperkirakan tiba di bali antara pukul 1200 wita hingga 1500 wita advertisement baca juga percakapan terakhir ni wayan supini sebelum meninggal di turkijadi diperkirakan nanti itu tiba di sini kamis siang karena dari jakarta itu 1000 pagi atau 1200 kalau tidak ada perubahan jadi kamis sekitar jam 1200 sampai jam 0300 tiba di sini terang kapolrestabambang mengungkapkan jenazah dari turki dibawa oleh tim kemanusiaan mabes polri hingga sampai ke rumah duka di klungkung saat tiba di pulau dewata jenazah rencananya diterima oleh kapolda bali irjen putu jayan danu putrajenazah diterima di bandara kemudian nanti dibawa ke rumah duka di klungkung jelas mantan polres sukoharjo polda jawa tengah jateng itusebelumnya duta besar indonesia untuk turki lalu muhammad iqbal mengonfirmasi dua warga negara indonesia wni asal lombok barat dan klungkung bali ikut menjadi korban gempa turki pada senin 622023 mereka adalah irma lestari dan ni wayan supinikeduanya ditemukan meninggal dunia di bawah reruntuhan gedung apartemen galeria tempat mereka tinggal pada jumat 1722023 di diyarbakirirma dan supini sempat hilang kontak saat gempa berkekuatan 78 magnitudo mengguncang turki baru lah pada 16 februari 2023 tim gabungan kbri ankara bersama indonesia search and rescue inasar melakukan pencarian kedua wni tersebut mereka merupakan pmi yang bekerja sebagai terapis spa video gempa m 61 guncang turki 1 orang tewasbangunan ambruk video gempa m 61 guncang turki 1 orang tewasbangunan ambruk hsahsa korban gempa turki gempa turki korban gempa turki asal bali pmi korban gempa turki wni korban gempa turki,True
Triwidiyanti - detikBali,gempa klungkung bali,https://www.detik.com/bali/berita/d-6585271/jenazah-supini-korban-gempa-turki-dibawa-ke-klungkung-tidak-diaben,2023-02-23 17:55:00,detik.com,"
        Jenazah Supini Korban Gempa Turki Dibawa ke Klungkung, Tidak Diaben    ",badung jenazah pekerja migran indonesia pmi yang menjadi korban gempa turki ni wayan supini sudah tiba di bali begitu tiba di bandara i gusti ngurah rai badung bali jenazah langsung dibawa ke klungkungsuami supini i nyoman ranten mengatakan jenazah istrinya tidak langsung dibawa ke rumah duka di banjarangkan melainkan diinapkan di rsud klungkungbaca juga ratusan warga di lombok barat sambut jenazah pmi korban gempa turkiiya kami inapkan dulu di rsud klungkung karena di rumah masih ada upacara ungkapnya di terminal kargo bandara i gusti ngurah rai kamis 2322023 scroll to continue with content ranten dan keluarga tidak akan melakukan pengabenan upacara pembakaran jenazah terhadap jenazah supini karena kematian istrinya itu termasuk kategori salah pati atau kematian tidak terduga dalam ajaran hindusesuai pararem di desa kami tidak diperbolehkan mengaben karena dianggap salah pati mungkin untuk penguburannya di 10 maret di kuburan desa katanya advertisement anak tertua supini i gede krisna adi pratama putra yang sempat ditemui detikbali mengaku sangat kehilangan sosok ibu yang ia cintaibaca juga suami korban gempa turki degdegan tunggu jenazah istri di bandara balikrisna mengenang sebelum meninggal ibunya pernah memberikan pesan untuk menjaga kedua adiknya hingga sekarang pesan itu terngiangngiang di telinganyapesannya cukup jaga adikadikmu itu yang selalu saya kenang dan saya tidak pernah berpikir itu adalah firasat kehilangan ibu ucap krisnasaat di bandara dua adik krisna yakni ni kadek osiana murni savitri 16 dan ni komang divya aurora savitri 6 mendapatkan pendampingan psikologi dari polda bali begitu pula dengan anggota keluarga lainnyakabag psikologi polda bali akbp i nyoman wibawa mengatakan pendampingan penting bagi keluarga intiyang kecil masih baikbaik saja kakaknya yang kedua juga baikbaik saja cuma ibunya korban ini yang syok menangis terusmenerus dan itu yang kami dampingi sampai mereka bisa bangkit kembali ungkapnyabaca juga karangan bunga kapolrikapolda ntb sambut jenazah korban gempa turkijenazah ni wayan supini tiba di bali dengan menggunakan pesawat ga 422 cgk dps sekitar pukul 1600 wita dengan pengawalan ketat jenazah langsung dibawa ke rsud klungkungsebelumnya jenazah supini dan rekannya irma lestari ditemukan di bawah reruntuhan apartemen mereka di kota diyarbakir turki keduanya merupakan pmi yang bekerja sebagai terapis spa profesional video gempa m 61 guncang turki 1 orang tewasbangunan ambruk video gempa m 61 guncang turki 1 orang tewasbangunan ambruk hsagsp korban gempa turki gempa turki ni wayan supini supini jenazah supini bandara ngurah rai,True
Ahmad Viqi - detikBali,gempa klungkung bali,https://www.detik.com/bali/nusra/d-6654316/gempa-4-6-guncang-klungkung-terasa-sampai-lombok-barat,2023-04-04 06:30:00,detik.com,"
        Gempa 4,6 Guncang Klungkung Terasa Sampai Lombok Barat    ",mataram gempa bumi berkekuatan 46 magnitudo mengguncang klungkung bali selasa 442023 pukul 0226 wita gempa ini terasa hingga lombok barat dan kota mataram nusa tenggara barat ntbkepala stasiun geofisika bmkg mataram ardhianto septiadhi mengatakan gempa bumi tersebut berada di 887 ls dan 11569 bt menurut ardhi gempa ini berada pada jarak 48 kilometer tenggara klungkung dengan kedalaman 74 kilometer di bawah lautbaca juga viral jembatan putus akibat gempa m 58 di bima begini faktanyakami minta masyarakat tenang dan tidak panik gempa bumi tersebut berdasarkan kedalamannya berasal dari subduksi lempeng dengan kedalaman menengah ujar ardhi dalam keterangannya selasa dini hari scroll to continue with content terpisah seorang karyawan indosat ooredoo hutchison yang menginap di salah satu hotel di kota mataram jerica deasy fitriani mengaku sempat lari saat gempa lumayan panik makanya lari keluar kamar ujar jerica kepada detikbali via whatsappbaca juga gempa m 58 bima terasa hingga dompu warga 2 kali guncangandia merasa waswas jika terjadi gempa susulan bahkan saat ini dia tidak berani mengunci pintu kamar hotel takut jika terjadi gempa susulan advertisement astagfirullah semoga tidak ada gempa susulan amin kata jericaberdasarkan pantauan detikbali hingga pukul 0250 wita dini hari belum ada gempa bumi susulan video momen evakuasi warga seusai gempa m 74 guncang filipina video momen evakuasi warga seusai gempa m 74 guncang filipina efrirb gempa bumi gempa bmkg klungkung,True
Ni Made Lastri Karsiani Putri - detikBali,gempa klungkung bali,https://www.detik.com/bali/berita/d-6559715/korban-tewas-gempa-turki-asal-bali-dipastikan-bukan-pmi,2023-02-09 11:54:00,detik.com,"
        Korban Tewas Gempa Turki Asal Bali Dipastikan Bukan PMI    ",denpasar kepala dinas tenaga kerja dan esdm provinsi bali i b setiawan memastikan warga negara indonesia wni asal bali yang menjadi korban tewas dalam gempa di turki bukan seorang pekerja migran indonesia pmi menurutnya dari 1375 orang pmi asal bali di turki tidak ada perempuan bernama nia marlindakalau dari kbri kedutaan besar republik indonesia menyampaikan bahwa nia ini wni yang sudah menikah dengan warga negara asing kemudian dari 1375 pmi asal bali nia ini tidak termasuk kata setiawan kamis 922023baca juga update gempa turki 15383 meninggal termasuk 2 wnisetiawan belum bisa memastikan untuk memberi bantuan terhadap keluarga nia marlinda ia menegaskan hingga kini masih terus berkoordinasi dengan kbri terkait keberadaan pmi asal bali di turki scroll to continue with content kami sedang koordinasi dengan kbri supaya nanti tidak salah imbuhnyaberdasarkan data disnaker provinsi bali tercatat sebanyak 1375 pmi asal bali yang bekerja di turki rinciannya 84 orang dari badung 119 dari bangli 401 dari buleleng 67 dari denpasar advertisement baca juga nasib 1375 tki asal bali di turki setelah guncangan gempa mematikanberikutnya 193 orang dari gianyar 121 dari jembrana 228 dari karangasem 59 dari klungkung dan 103 dari tabanan mayoritas pmi asal bali tersebut berada di izmir antalya bodrum dan ankaradilansir dari detiknews pada kamis 922023 jumlah korban meninggal dalam gempa turki dan suriah magnitudo m 78 sudah mencapai 15383 orang dua orang di antaranya merupakan wni yakni nia marlinda dan anaknya yang berusia satu tahunnia marlinda yang berasal dari bali itu ditemukan di bawah reruntuhan hingga kini proses evakuasi korban gempa masih terus berlangsung di tengah cuaca dingin tim penyelamat juga menyisir puingpuing bangunan dengan harapan bisa menyelamatkan korban yang terjebakbaca juga wni asal bali jadi korban tewas gempa turki dimakamkan di kahramanmaras1 wni atas nama nia marlinda asal bali dan seorang anak berusia 1 tahun serta suami wn turki di kahraman maras ditemukan meninggal dunia karena tertimbun reruntuhan kata dubes ri untuk turki lalu m iqbal dalam keterangan tertulisnya rabu 822023tim evakuasi telah melakukan pemulasaraan terhadap jenazah nia marlinda kbri juga sudah berkomunikasi dengan keluarga korban jenazah nia marlinda akan dikebumikan pada hari ini nia akan dikebumikan di kota kahramanmaras turkisimak video laporan perwakilan who di suriahturki kondisi sangat buruk gambasvideo 20detik iwsgsp gempa turki korban tewas gempa turki wni korban gempa turki pmi asal bali di turki pmi asal bali update gempa turki,True
Arief Ikhsanudin - detikNews,gempa klungkung bali,https://news.detik.com/berita/d-6519106/gempa-m-4-6-di-bali-dirasakan-hingga-lombok-utara-dan-mataram,2023-01-16 22:39:00,detik.com,"
        Gempa M 4,6 di Bali Dirasakan hingga Lombok Utara dan Mataram    ",jakarta gempa bumi yang mengguncang bali dengan kekuatan magnitudo 46 dirasakan di beberapa wilayah getaran gempa tersebut dirasakan sampai lombok utara dan mataram nusa tenggara baratdampak gempa bumi berdasarkan laporan masyarakat berupa guncangan dirasakan di wilayah lombok barat iii mmi getaran dirasakan nyata dalam rumah terasa getaran seakanakan ada truk berlalu denpasar kuta selatan jimbaran karangasem gianyar klungkung lombok utara dan mataram ii mmi getaran dirasakan oleh beberapa orang bendabenda ringan yang digantung bergoyang kata kepala pusat gempa bumi dan tsunami bmkg daryono dalam keterangannya senin 1612023sampai saat ini belum ada laporan kerusakan pascagempa gempa yang berjarak 65 km tenggara kuta selatan itu tak berpotensi tsunami scroll to continue with content baca juga gempa m 46 terjadi di kuta selatanhingga saat ini belum ada laporan dampak kerusakan yang ditimbulkan akibat gempa bumi tersebut hasil pemodelan tsunami dengan sumber gempa bumi tektonik menunjukkan bahwa gempa bumi ini tidak berpotensi tsunami katanyamenurut daryono gempa bumi itu adalah gempa bumi menengah akibat aktivitas lempeng indoaustralia kesimpulan itu dilihat dari lokasi episentrum dan kedalaman hiposentrumnya advertisement baca juga gempa m 3 terjadi di luwu timur sulsel berpusat di daratgempa bumi yang terjadi merupakan jenis gempa bumi menengah akibat adanya aktivitas subduksi lempeng indoaustralia di bawah lempeng eurasia hasil analisis mekanisme sumber menunjukkan bahwa gempa bumi memiliki mekanisme pergerakan naik dengan kombinasi mendatar oblique thrust fault katanyasampai saat ini belum ada laporan gempa susulan pasca gempa tersebut diketahui gempa tersebut terjadi pada pukul 2110 witahingga hari senin 16 januari 2023 pukul 2131 wita hasil monitoring bmkg belum menunjukkan adanya aktivitas gempa bumi susulan katanya aikaud gempa gempa bali gempa bumi bali,True
Ni Made Lastri Karsiani Putri - detikBali,gempa klungkung bali,https://www.detik.com/bali/berita/d-6559893/tki-asal-bali-di-turki-aman-dari-gempa-disnaker-bikin-grup-reaksi-cepat,2023-02-09 13:10:00,detik.com,"
        TKI Asal Bali di Turki Aman dari Gempa, Disnaker Bikin Grup Reaksi Cepat    ",denpasar kepala dinas tenaga kerja dan esdm bali i b setiawan memastikan kondisi 1375 pekerja migran indonesia pmi asal bali di turki aman turki diguncang gempa berkekuatan 78 magnitudo pada senin 622023lebih lanjut ia mengaku terus berkoordinasi dengan balai pelayanan perlindungan pmi bp3mi bali dan kbri ankarapmi dalam kondisi aman kbri sedang berproses terus karena situasi pasca bencana di setiap negara tentunya berbeda antisipasinya kbri saat ini sedang mendata ungkap setiawan kamis 922023 scroll to continue with content baca juga korban tewas gempa turki asal bali dipastikan bukan pmiseusai insiden gempa yang merenggut 15383 nyawa itu ia langsung membentuk grup whatsapp reaksi cepat grup tersebut berisikan anggota dari disnaker bali disnaker kabupaten kota dan bp3mi baligrup ini untuk mengupdate informasi hari per hari terkait kondisi di turki sehingga bilamana ada informasi nantinya disnaker kabupaten kota yang akan langsung informasinya ke keluarga pmi terang dia advertisement hingga saat ini setiawan mengaku belum menerima laporan dari keluarga pmi yang kemungkinan belum bisa berkomunikasi dengan anggota keluarga mereka di turkipada 2022 tercatat ada 12877 pmi asal bali yang berangkat ke luar negeri dan dari angka tersebut sebanyak 10 persennya memilih turki sebagai lokasi penempatanbaca juga tki asal badung meninggal di as jenazah dipulangkan ke bali 12 februarimenurutnya selama ini banyak pmi asal bali yang mayoritas berprofesi sebagai spa therapist juga bekerja di industri hospitalitypemerintah turki setiawan mengklaim antusias terhadap spa therapist asal bali yang dikenal akan sopan santunnya sehingga menjadi daya tarik tersendiriuntuk diketahui saat ini tercatat ada 1375 pmi asal bali yang ditempatkan di turkiadapun asal pmi tersebut di antaranya 84 pmi dari badung 119 dari bangli 401 dari buleleng 67 dari denpasar 193 dari gianyar 121 dari jembrana 228 dari karangasem 59 dari klungkung serta 103 dari tabananpara pmi tersebut mayoritas berada di izmir antalya bodrum dan ankara video setibanya di korsel prabowo disambut pekerja migran asal indonesia video setibanya di korsel prabowo disambut pekerja migran asal indonesia birgsp gempa turki pekerja migran tki turki,True
I Wayan Sui Suadnyana - detikBali,gempa klungkung bali,https://www.detik.com/bali/berita/d-6583750/jenazah-pmi-korban-gempa-turki-diinapkan-di-bandara-soetta-sebelum-ke-bali,2023-02-22 21:13:00,detik.com,"
        Jenazah PMI Korban Gempa Turki Diinapkan di Bandara Soetta Sebelum ke Bali    ",denpasar jenazah korban gempa turki ni wayan supini 44 diinapkan di bandara soekarnohatta soetta kota tangerang banten sebelum diterbangkan ke bali jenazah diinapkan di human remains transit lounge bandara internasional soettajenazah akan diinapkan di human remains transit lounge soetta kata kepala bidang hubungan masyarakat kabid humas polda bali kombes stefanus satake bayu setianto dalam keterangan tertulis kepada detikbali rabu 2222023baca juga jenazah pmi asal klungkung korban gempa turki tiba di bali besokmenurut satake bayu sebelumnya sudah loading ke pesawat garuda ga7890 pada 21 februari 2023 perkiraan waktu keberangkatan atau estimated time of departure etd 0120 lt pada 22 februari 2023 scroll to continue with content jenazah kemudian tiba di bandara internasional soetta pada hari yang sama dengan estimasi waktu kedatangan atau estimated time of arrival eta 1950 wib karena diinapkan jenazah akan diterbangkan ke pulau dewata pada 23 februari 2023kemudian diterbangkan ke bali tanggal 23 februari 2023 dengan pesawat garuda domestik nomor penerbangan ga 422 dan diperkirakan akan tiba di bali pukul 1550 wita jelas satake bayu advertisement dalam pengiriman ke bali jenazah akan didampingi perwira menengah pamen polri kombes purwanto puji sutan yang tergabung dalam satgas kemanusiaan international jenazah akan disemayamkan sementara di rumah sakit klungkungsetelah tiba di bali jenazah akan disemayamkan sementara di kamar jenazah di rs klungkung hingga kegiatan upacara keagamaan di rumah almarhum ungkap satake bayusatake bayu menegaskan informasi tersebut merupakan hasil koordinasi dengan divisi hubungan internasional divhubinter polri kombes i gusti ngurah agung suandika pada rabu 2222023 sekitar pukul 0730 wita satake bayu berjanji memberikan informasi bila ada perkembangan terbaru video kasus viral wna hilang usd 5000 di beacukai soetta berakhir damai video kasus viral wna hilang usd 5000 di beacukai soetta berakhir damai irbhsa korban gempa turki ni wayan supini bandara soekarnohatta bandara ngurah rai bali bandara ngurah rai bali,True
Tim detikBali - detikBali,gempa klungkung bali,https://www.detik.com/bali/berita/d-8105303/apakah-bali-hujan-hari-ini-intip-prakiraan-cuaca-bmkg-11-september-2025,2025-09-11 03:30:00,detik.com,"
        Apakah Bali Hujan Hari Ini? Intip Prakiraan Cuaca BMKG 11 September 2025    ",denpasar curah hujan di bali dalam dua hari terakhir tergolong tinggi banjir terjadi di sejumlah wilayah seperti denpasar badung gianyar hingga jembranajangan lupa untuk selalu pantau update cuaca agar aktivitas lancar tanpa hambatan berdasarkan pantauan dari balai besar meteorologi klimatologi geofisika bbmkg secara umum cuaca wilayah bali hari ini kamis 11 september 2025 diprediksi berawan hingga hujan ringanbaca juga underpass dewa ruci kuta terendam banjir turisturis dievakuasi scroll to continue with content suhu udara berkisar 1932 derajat celsius dengan kelembaban udara berkisar antara 6595 persen simak prakiraan cuaca bmkg untuk masingmasing kabupatenkota di bali hari ini kamis 1192025kabupaten badungberawan hujan ringan advertisement suhu udara 2124ckelembaban udara 7998kota denpasarberawan hujan ringansuhu udara 2430ckelembaban udara 8296kabupaten bangliberawan hujan ringansuhu udara 1921ckelembaban udara 8999kabupaten bulelengberawan hujan ringansuhu udara 2427ckelembaban udara 7789kabupaten gianyarberawan hujan ringansuhu udara 2226ckelembaban udara 8198kabupaten jembranaberawan hujan ringansuhu udara 2225ckelembaban udara 8798kabupaten karangasemberawan hujan ringansuhu udara 2024ckelembaban udara 8597kabupaten klungkungberawan hujan ringansuhu udara 2429ckelembaban udara 8194kabupaten tabananberawan hujan ringansuhu udara 2124ckelembaban udara 9098 video bmkg gelar latihan tsunami uji skenario gempa m 92 di utara sumatra video bmkg gelar latihan tsunami uji skenario gempa m 92 di utara sumatra iwsiws cuaca bali 11 september 2025 cuaca denpasar 11 september 2025 bmkg hujan di bali,True
